n	features	TSS	database	col1	col2
1	TSS coverage	chr6:30879969:30881970:+:DDR1,DDR1,DDR1,DDR1,DDR1,DDR1;NM_001387893.1,NM_001387908.1,NM_001387909.1,XM_011514884.2,XM_011514887.3,XM_047419324.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr6:30879969:30881970:+:DDR1,DDR1,DDR1,DDR1,DDR1,DDR1;NM_001387893.1,NM_001387908.1,NM_001387909.1,XM_011514884.2,XM_011514887.3,XM_047419324.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr6:30879969:30881970:+:DDR1,DDR1,DDR1,DDR1,DDR1,DDR1;NM_001387893.1,NM_001387908.1,NM_001387909.1,XM_011514884.2,XM_011514887.3,XM_047419324.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr16:52546142:52548143:-:TOX3,TOX3,TOX3;NM_001080430.4,XM_005255892.4,XM_047433909.1;mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr16:52546142:52548143:-:TOX3,TOX3,TOX3;NM_001080430.4,XM_005255892.4,XM_047433909.1;mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr16:52546142:52548143:-:TOX3,TOX3,TOX3;NM_001080430.4,XM_005255892.4,XM_047433909.1;mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr9:35537633:35539634:+:RUSC2;NM_001135999.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr9:35537633:35539634:+:RUSC2;NM_001135999.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr9:35537633:35539634:+:RUSC2;NM_001135999.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr16:66917884:66919885:-:CDH16,CDH16,CDH16,CDH16,CDH16,CDH16;NM_001204744.2,NM_001204745.2,NM_001204746.2,NM_004062.4,XM_011522807.2,XM_047433490.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr16:66917884:66919885:-:CDH16,CDH16,CDH16,CDH16,CDH16,CDH16;NM_001204744.2,NM_001204745.2,NM_001204746.2,NM_004062.4,XM_011522807.2,XM_047433490.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr16:66917884:66919885:-:CDH16,CDH16,CDH16,CDH16,CDH16,CDH16;NM_001204744.2,NM_001204745.2,NM_001204746.2,NM_004062.4,XM_011522807.2,XM_047433490.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr19:19463927:19465928:+:GATAD2A;XM_047439004.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr19:19463927:19465928:+:GATAD2A;XM_047439004.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr19:19463927:19465928:+:GATAD2A;XM_047439004.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr3:46463904:46465905:-:LTF,LTF;NM_001321121.2,NM_002343.6;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr3:46463904:46465905:-:LTF,LTF;NM_001321121.2,NM_002343.6;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr3:46463904:46465905:-:LTF,LTF;NM_001321121.2,NM_002343.6;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr4:169587734:169589735:-:NEK1;XM_047415738.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr4:169587734:169589735:-:NEK1;XM_047415738.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr4:169587734:169589735:-:NEK1;XM_047415738.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr12:19204299:19206300:+:PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5;NM_001256787.2,NM_001385933.1,NM_001385935.1,NM_001385939.1,NM_001385940.1,NM_001385941.1,NM_001385944.1,NM_001385947.1,NM_001385953.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr12:19204299:19206300:+:PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5;NM_001256787.2,NM_001385933.1,NM_001385935.1,NM_001385939.1,NM_001385940.1,NM_001385941.1,NM_001385944.1,NM_001385947.1,NM_001385953.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr12:19204299:19206300:+:PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5,PLEKHA5;NM_001256787.2,NM_001385933.1,NM_001385935.1,NM_001385939.1,NM_001385940.1,NM_001385941.1,NM_001385944.1,NM_001385947.1,NM_001385953.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr8:70244374:70246375:-:NCOA2,NCOA2,NCOA2;XM_017012971.3,XM_047421253.1,XM_047421264.1;mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr8:70244374:70246375:-:NCOA2,NCOA2,NCOA2;XM_017012971.3,XM_047421253.1,XM_047421264.1;mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr8:70244374:70246375:-:NCOA2,NCOA2,NCOA2;XM_017012971.3,XM_047421253.1,XM_047421264.1;mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr4:129095151:129097152:+:C4orf33,C4orf33,C4orf33;NM_001099783.2,XM_047449598.1,XM_047449599.1;mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr4:129095151:129097152:+:C4orf33,C4orf33,C4orf33;NM_001099783.2,XM_047449598.1,XM_047449599.1;mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr4:129095151:129097152:+:C4orf33,C4orf33,C4orf33;NM_001099783.2,XM_047449598.1,XM_047449599.1;mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr12:6374562:6376563:-:SCNN1A;NM_001038.6;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr12:6374562:6376563:-:SCNN1A;NM_001038.6;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr12:6374562:6376563:-:SCNN1A;NM_001038.6;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr12:14393862:14395863:+:ATF7IP;NM_001388180.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr12:14393862:14395863:+:ATF7IP;NM_001388180.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr12:14393862:14395863:+:ATF7IP;NM_001388180.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr1:174876281:174878282:+:RABGAP1L;XM_047436059.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr1:174876281:174878282:+:RABGAP1L;XM_047436059.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:174876281:174878282:+:RABGAP1L;XM_047436059.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr16:69630671:69632672:+:NFAT5,NFAT5,NFAT5,NFAT5,NFAT5,NFAT5;XM_017022872.3,XM_047433510.1,XM_047433512.1,XM_047433513.1,XM_047433514.1,XM_047433515.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr16:69630671:69632672:+:NFAT5,NFAT5,NFAT5,NFAT5,NFAT5,NFAT5;XM_017022872.3,XM_047433510.1,XM_047433512.1,XM_047433513.1,XM_047433514.1,XM_047433515.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr16:69630671:69632672:+:NFAT5,NFAT5,NFAT5,NFAT5,NFAT5,NFAT5;XM_017022872.3,XM_047433510.1,XM_047433512.1,XM_047433513.1,XM_047433514.1,XM_047433515.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr1:196651042:196653043:+:CFH,CFH,CFH;NM_000186.4,NM_001014975.3,XM_017001108.3;mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr1:196651042:196653043:+:CFH,CFH,CFH;NM_000186.4,NM_001014975.3,XM_017001108.3;mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr1:196651042:196653043:+:CFH,CFH,CFH;NM_000186.4,NM_001014975.3,XM_017001108.3;mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr2:24583476:24585477:+:NCOA1;NM_147233.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr2:24583476:24585477:+:NCOA1;NM_147233.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr2:24583476:24585477:+:NCOA1;NM_147233.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr8:70606668:70608669:-:TRAM1,TRAM1;NM_001317805.2,XM_047421636.1;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr8:70606668:70608669:-:TRAM1,TRAM1;NM_001317805.2,XM_047421636.1;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr8:70606668:70608669:-:TRAM1,TRAM1;NM_001317805.2,XM_047421636.1;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr10:123665354:123667355:+:GPR26;NM_153442.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr10:123665354:123667355:+:GPR26;NM_153442.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr10:123665354:123667355:+:GPR26;NM_153442.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr5:168291705:168293706:+:WWC1;XM_047417019.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr5:168291705:168293706:+:WWC1;XM_047417019.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr5:168291705:168293706:+:WWC1;XM_047417019.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr6:30884283:30886284:+:DDR1;NM_001387896.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr6:30884283:30886284:+:DDR1;NM_001387896.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr6:30884283:30886284:+:DDR1;NM_001387896.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr2:26179715:26181716:+:GAREM2;NM_001191033.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr2:26179715:26181716:+:GAREM2;NM_001191033.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr2:26179715:26181716:+:GAREM2;NM_001191033.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr20:36172763:36174764:+:EPB41L1;XM_011528685.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr20:36172763:36174764:+:EPB41L1;XM_011528685.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr20:36172763:36174764:+:EPB41L1;XM_011528685.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr8:144899304:144901305:-:ZNF250;NM_001363103.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr8:144899304:144901305:-:ZNF250;NM_001363103.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr8:144899304:144901305:-:ZNF250;NM_001363103.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr11:62920362:62922363:-:CHRM1;NM_000738.3;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr11:62920362:62922363:-:CHRM1;NM_000738.3;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr11:62920362:62922363:-:CHRM1;NM_000738.3;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr12:14407489:14409490:+:ATF7IP;NM_001388181.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr12:14407489:14409490:+:ATF7IP;NM_001388181.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr12:14407489:14409490:+:ATF7IP;NM_001388181.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr12:78893366:78895367:+:SYT1,SYT1,SYT1,SYT1,SYT1;XM_047429479.1,XM_047429480.1,XM_047429482.1,XM_047429483.1,XM_047429484.1;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr12:78893366:78895367:+:SYT1,SYT1,SYT1,SYT1,SYT1;XM_047429479.1,XM_047429480.1,XM_047429482.1,XM_047429483.1,XM_047429484.1;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr12:78893366:78895367:+:SYT1,SYT1,SYT1,SYT1,SYT1;XM_047429479.1,XM_047429480.1,XM_047429482.1,XM_047429483.1,XM_047429484.1;mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr18:63489613:63491614:+:SERPINB5;XM_006722483.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr18:63489613:63491614:+:SERPINB5;XM_006722483.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr18:63489613:63491614:+:SERPINB5;XM_006722483.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr11:18411753:18413754:+:LDHC;XM_047426934.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr11:18411753:18413754:+:LDHC;XM_047426934.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr11:18411753:18413754:+:LDHC;XM_047426934.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr1:32764626:32766627:+:KIAA1522,KIAA1522;NM_001198972.2,NM_001198973.2;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr1:32764626:32766627:+:KIAA1522,KIAA1522;NM_001198972.2,NM_001198973.2;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:32764626:32766627:+:KIAA1522,KIAA1522;NM_001198972.2,NM_001198973.2;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr10:86954758:86956759:+:SNCG,SNCG;NM_001330120.2,XM_047425681.1;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr10:86954758:86956759:+:SNCG,SNCG;NM_001330120.2,XM_047425681.1;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr10:86954758:86956759:+:SNCG,SNCG;NM_001330120.2,XM_047425681.1;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr4:122208158:122210159:+:KIAA1109;XM_024454243.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr4:122208158:122210159:+:KIAA1109;XM_024454243.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr4:122208158:122210159:+:KIAA1109;XM_024454243.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr2:64118492:64120493:-:PELI1;XM_047445139.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr2:64118492:64120493:-:PELI1;XM_047445139.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr2:64118492:64120493:-:PELI1;XM_047445139.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr16:57970127:57972128:-:CNGB1,CNGB1,CNGB1;NM_001135639.2,NM_001286130.2,NM_001297.5;mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr16:57970127:57972128:-:CNGB1,CNGB1,CNGB1;NM_001135639.2,NM_001286130.2,NM_001297.5;mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr16:57970127:57972128:-:CNGB1,CNGB1,CNGB1;NM_001135639.2,NM_001286130.2,NM_001297.5;mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr17:15968593:15970594:+:ADORA2B;XM_017024197.3;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr17:15968593:15970594:+:ADORA2B;XM_017024197.3;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr17:15968593:15970594:+:ADORA2B;XM_017024197.3;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr7:158316943:158318944:-:PTPRN2;XM_017012475.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr7:158316943:158318944:-:PTPRN2;XM_017012475.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr7:158316943:158318944:-:PTPRN2;XM_017012475.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr3:151383752:151385753:-:P2RY12;NM_022788.5;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr3:151383752:151385753:-:P2RY12;NM_022788.5;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr3:151383752:151385753:-:P2RY12;NM_022788.5;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr6:33622345:33624346:+:ITPR3;XM_047418734.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr6:33622345:33624346:+:ITPR3;XM_047418734.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr6:33622345:33624346:+:ITPR3;XM_047418734.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr6:151655671:151657672:+:ESR1,ESR1,ESR1,ESR1;NM_001385568.1,XM_017010377.2,XM_017010380.2,XM_047418290.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr6:151655671:151657672:+:ESR1,ESR1,ESR1,ESR1;NM_001385568.1,XM_017010377.2,XM_017010380.2,XM_047418290.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr6:151655671:151657672:+:ESR1,ESR1,ESR1,ESR1;NM_001385568.1,XM_017010377.2,XM_017010380.2,XM_047418290.1;mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr19:19464339:19466340:+:GATAD2A,GATAD2A;XM_047439010.1,XM_047439011.1;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr19:19464339:19466340:+:GATAD2A,GATAD2A;XM_047439010.1,XM_047439011.1;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr19:19464339:19466340:+:GATAD2A,GATAD2A;XM_047439010.1,XM_047439011.1;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr8:1834682:1836683:+:ARHGEF10;XM_047422449.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr8:1834682:1836683:+:ARHGEF10;XM_047422449.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr8:1834682:1836683:+:ARHGEF10;XM_047422449.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr6:42721596:42723597:-:PRPH2;NM_000322.5;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr6:42721596:42723597:-:PRPH2;NM_000322.5;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr6:42721596:42723597:-:PRPH2;NM_000322.5;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr17:3608410:3610411:-:TRPV1;NM_080704.4;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr17:3608410:3610411:-:TRPV1;NM_080704.4;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr17:3608410:3610411:-:TRPV1;NM_080704.4;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr3:24483094:24485095:-:THRB,THRB;XM_047448797.1,XM_047448816.1;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr3:24483094:24485095:-:THRB,THRB;XM_047448797.1,XM_047448816.1;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr3:24483094:24485095:-:THRB,THRB;XM_047448797.1,XM_047448816.1;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr22:37174117:37176118:-:IL2RB;NM_001346222.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr22:37174117:37176118:-:IL2RB;NM_001346222.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr22:37174117:37176118:-:IL2RB;NM_001346222.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr22:20492140:20494141:-:KLHL22,KLHL22;XM_017029020.3,XM_017029023.2;mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr22:20492140:20494141:-:KLHL22,KLHL22;XM_017029020.3,XM_017029023.2;mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr22:20492140:20494141:-:KLHL22,KLHL22;XM_017029020.3,XM_017029023.2;mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr1:26176490:26178491:+:CNKSR1,CNKSR1,CNKSR1;NM_001297647.2,NM_001297648.2,NM_006314.3;mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr1:26176490:26178491:+:CNKSR1,CNKSR1,CNKSR1;NM_001297647.2,NM_001297648.2,NM_006314.3;mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:26176490:26178491:+:CNKSR1,CNKSR1,CNKSR1;NM_001297647.2,NM_001297648.2,NM_006314.3;mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr2:39013847:39015848:-:SOS1;XM_047445586.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr2:39013847:39015848:-:SOS1;XM_047445586.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr2:39013847:39015848:-:SOS1;XM_047445586.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr1:2110653:2112654:+:PRKCZ,PRKCZ,PRKCZ;XM_047425304.1,XM_047425340.1,XM_047425348.1;mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr1:2110653:2112654:+:PRKCZ,PRKCZ,PRKCZ;XM_047425304.1,XM_047425340.1,XM_047425348.1;mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr1:2110653:2112654:+:PRKCZ,PRKCZ,PRKCZ;XM_047425304.1,XM_047425340.1,XM_047425348.1;mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr10:45381482:45383483:+:ALOX5;XM_047424937.1;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr10:45381482:45383483:+:ALOX5;XM_047424937.1;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr10:45381482:45383483:+:ALOX5;XM_047424937.1;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
1	TSS coverage	chr7:80623091:80625092:+:CD36,CD36,CD36,CD36,CD36,CD36,CD36,CD36;NM_001371077.1,NM_001371078.1,XM_047421041.1,XM_047421042.1,XM_047421043.1,XM_047421044.1,XM_047421045.1,XM_047421046.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
1	TSS coverage	chr7:80623091:80625092:+:CD36,CD36,CD36,CD36,CD36,CD36,CD36,CD36;NM_001371077.1,NM_001371078.1,XM_047421041.1,XM_047421042.1,XM_047421043.1,XM_047421044.1,XM_047421045.1,XM_047421046.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
0	TSS coverage	chr7:80623091:80625092:+:CD36,CD36,CD36,CD36,CD36,CD36,CD36,CD36;NM_001371077.1,NM_001371078.1,XM_047421041.1,XM_047421042.1,XM_047421043.1,XM_047421044.1,XM_047421045.1,XM_047421046.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
0	TSS coverage	chr9:101382563:101384564:-:BAAT;NM_001127610.2;mRNA:tss_coverage	cPE	"#A51C30"	"#003262"
0	TSS coverage	chr9:101382563:101384564:-:BAAT;NM_001127610.2;mRNA:tss_coverage	dbPEC	"#A51C30"	"#339900"
1	TSS coverage	chr9:101382563:101384564:-:BAAT;NM_001127610.2;mRNA:tss_coverage	GeneCards	"#A51C30"	"orange"
