n	features	TSS	database	col1	col2
0	TSS coverage	chr6:111756586:111758587:-:FYN,FYN,FYN;XM_047418565.1,XM_047418567.1,XM_047418571.1;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:136862145:136864146:+:NCK1;XM_047448191.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:136862145:136864146:+:NCK1;XM_047448191.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:136862145:136864146:+:NCK1;XM_047448191.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr8:132446261:132448262:-:KCNQ3;NM_001204824.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr8:132446261:132448262:-:KCNQ3;NM_001204824.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr8:132446261:132448262:-:KCNQ3;NM_001204824.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:49188079:49190080:-:TUBA1A,TUBA1A,TUBA1A;NM_001270399.2,NM_001270400.2,NM_006009.4;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:49188079:49190080:-:TUBA1A,TUBA1A,TUBA1A;NM_001270399.2,NM_001270400.2,NM_006009.4;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:49188079:49190080:-:TUBA1A,TUBA1A,TUBA1A;NM_001270399.2,NM_001270400.2,NM_006009.4;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr5:122774079:122776080:+:SNX2;NM_003100.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr5:122774079:122776080:+:SNX2;NM_003100.4;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr5:122774079:122776080:+:SNX2;NM_003100.4;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr7:18494748:18496749:+:HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9;NM_001204145.3,NM_001321874.2,NM_001321875.2,NM_001321876.2,NM_001321877.2,NM_001321878.2,NM_001321879.2,NM_001321884.2,NM_001321885.2,NM_001321886.2,NM_001321887.2,NM_001321888.2,NM_001321889.2,NM_001321890.2,NM_001321891.2,NM_001321893.2,NM_001321894.2,NM_001321895.2,NM_001321897.2,NM_001321898.2,NM_001321899.2,NM_001321900.2,NM_001321901.2,NM_001321902.2,NM_014707.4,NM_178423.3,NM_178425.4;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr7:18494748:18496749:+:HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9;NM_001204145.3,NM_001321874.2,NM_001321875.2,NM_001321876.2,NM_001321877.2,NM_001321878.2,NM_001321879.2,NM_001321884.2,NM_001321885.2,NM_001321886.2,NM_001321887.2,NM_001321888.2,NM_001321889.2,NM_001321890.2,NM_001321891.2,NM_001321893.2,NM_001321894.2,NM_001321895.2,NM_001321897.2,NM_001321898.2,NM_001321899.2,NM_001321900.2,NM_001321901.2,NM_001321902.2,NM_014707.4,NM_178423.3,NM_178425.4;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr7:18494748:18496749:+:HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9,HDAC9;NM_001204145.3,NM_001321874.2,NM_001321875.2,NM_001321876.2,NM_001321877.2,NM_001321878.2,NM_001321879.2,NM_001321884.2,NM_001321885.2,NM_001321886.2,NM_001321887.2,NM_001321888.2,NM_001321889.2,NM_001321890.2,NM_001321891.2,NM_001321893.2,NM_001321894.2,NM_001321895.2,NM_001321897.2,NM_001321898.2,NM_001321899.2,NM_001321900.2,NM_001321901.2,NM_001321902.2,NM_014707.4,NM_178423.3,NM_178425.4;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr10:18365759:18367760:+:CACNB2;XM_006717502.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr10:18365759:18367760:+:CACNB2;XM_006717502.4;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr10:18365759:18367760:+:CACNB2;XM_006717502.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:110872147:110874148:+:CD53,CD53;NM_000560.4,NM_001320638.2;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:110872147:110874148:+:CD53,CD53;NM_000560.4,NM_001320638.2;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:110872147:110874148:+:CD53,CD53;NM_000560.4,NM_001320638.2;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr22:20088756:20090757:+:DGCR8;XM_006724268.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr22:20088756:20090757:+:DGCR8;XM_006724268.4;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr22:20088756:20090757:+:DGCR8;XM_006724268.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:15272378:15274379:-:SH3BP5;XM_047449244.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr3:15272378:15274379:-:SH3BP5;XM_047449244.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:15272378:15274379:-:SH3BP5;XM_047449244.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr22:45167165:45169166:+:NUP50,NUP50;XM_047441071.1,XM_047441072.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr22:45167165:45169166:+:NUP50,NUP50;XM_047441071.1,XM_047441072.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr22:45167165:45169166:+:NUP50,NUP50;XM_047441071.1,XM_047441072.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr9:6214148:6216149:+:IL33,IL33,IL33,IL33,IL33,IL33,IL33,IL33;NM_001314044.2,NM_001314047.2,XM_017015285.2,XM_047424060.1,XM_047424061.1,XM_047424062.1,XM_047424063.1,XM_047424064.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr9:6214148:6216149:+:IL33,IL33,IL33,IL33,IL33,IL33,IL33,IL33;NM_001314044.2,NM_001314047.2,XM_017015285.2,XM_047424060.1,XM_047424061.1,XM_047424062.1,XM_047424063.1,XM_047424064.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr9:6214148:6216149:+:IL33,IL33,IL33,IL33,IL33,IL33,IL33,IL33;NM_001314044.2,NM_001314047.2,XM_017015285.2,XM_047424060.1,XM_047424061.1,XM_047424062.1,XM_047424063.1,XM_047424064.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr10:8044332:8046333:+:GATA3,GATA3;XM_005252443.6,XM_047425045.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr10:8044332:8046333:+:GATA3,GATA3;XM_005252443.6,XM_047425045.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr10:8044332:8046333:+:GATA3,GATA3;XM_005252443.6,XM_047425045.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr2:102310562:102312563:+:IL1RL1,IL1RL1,IL1RL1;NM_001282408.2,NM_016232.5,XM_011512151.2;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:102310562:102312563:+:IL1RL1,IL1RL1,IL1RL1;NM_001282408.2,NM_016232.5,XM_011512151.2;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr2:102310562:102312563:+:IL1RL1,IL1RL1,IL1RL1;NM_001282408.2,NM_016232.5,XM_011512151.2;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr1:145718498:145720499:+:CD160,CD160,CD160;NM_007053.4,XM_005272929.4,XM_011509104.3;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:145718498:145720499:+:CD160,CD160,CD160;NM_007053.4,XM_005272929.4,XM_011509104.3;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:145718498:145720499:+:CD160,CD160,CD160;NM_007053.4,XM_005272929.4,XM_011509104.3;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr11:66001763:66003764:+:BANF1;XM_017018515.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr11:66001763:66003764:+:BANF1;XM_017018515.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:66001763:66003764:+:BANF1;XM_017018515.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr22:46149787:46151788:+:PPARA,PPARA,PPARA,PPARA;NM_001362873.3,NM_001393943.1,NM_001393944.1,NM_001393945.1;mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr22:46149787:46151788:+:PPARA,PPARA,PPARA,PPARA;NM_001362873.3,NM_001393943.1,NM_001393944.1,NM_001393945.1;mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr22:46149787:46151788:+:PPARA,PPARA,PPARA,PPARA;NM_001362873.3,NM_001393943.1,NM_001393944.1,NM_001393945.1;mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr6:43052850:43054851:-:CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7;NM_001168370.2,NM_001374872.1,NM_001374873.1,NM_001374874.1,NM_014780.5,XM_005249503.4,XM_011515019.3,XM_011515020.3,XM_017011533.2,XM_017011534.2,XM_017011535.2,XM_047419600.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr6:43052850:43054851:-:CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7;NM_001168370.2,NM_001374872.1,NM_001374873.1,NM_001374874.1,NM_014780.5,XM_005249503.4,XM_011515019.3,XM_011515020.3,XM_017011533.2,XM_017011534.2,XM_017011535.2,XM_047419600.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr6:43052850:43054851:-:CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7,CUL7;NM_001168370.2,NM_001374872.1,NM_001374873.1,NM_001374874.1,NM_014780.5,XM_005249503.4,XM_011515019.3,XM_011515020.3,XM_017011533.2,XM_017011534.2,XM_017011535.2,XM_047419600.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr19:10118898:10120899:-:EIF3G;NM_003755.5;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr19:10118898:10120899:-:EIF3G;NM_003755.5;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:10118898:10120899:-:EIF3G;NM_003755.5;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr19:40596234:40598235:+:LTBP4;NM_001042544.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr19:40596234:40598235:+:LTBP4;NM_001042544.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:40596234:40598235:+:LTBP4;NM_001042544.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:34885027:34887028:-:TAF11;XM_011514827.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:34885027:34887028:-:TAF11;XM_011514827.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:34885027:34887028:-:TAF11;XM_011514827.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:52198314:52200315:+:ZFYVE9;XM_047434682.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:52198314:52200315:+:ZFYVE9;XM_047434682.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:52198314:52200315:+:ZFYVE9;XM_047434682.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:122835118:122837119:+:HIP1R;XM_047429855.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:122835118:122837119:+:HIP1R;XM_047429855.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:122835118:122837119:+:HIP1R;XM_047429855.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:108588665:108590666:+:FOXO3;XM_011535628.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:108588665:108590666:+:FOXO3;XM_011535628.4;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr6:108588665:108590666:+:FOXO3;XM_011535628.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr9:83979358:83981359:+:RMI1;NM_001358294.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr9:83979358:83981359:+:RMI1;NM_001358294.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr9:83979358:83981359:+:RMI1;NM_001358294.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr22:21015071:21017072:+:P2RX6;XM_047441589.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr22:21015071:21017072:+:P2RX6;XM_047441589.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr22:21015071:21017072:+:P2RX6;XM_047441589.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr9:91817354:91819355:-:ROR2;XM_006717121.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr9:91817354:91819355:-:ROR2;XM_006717121.4;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr9:91817354:91819355:-:ROR2;XM_006717121.4;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr10:114657274:114659275:-:ABLIM1;NM_002313.7;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr10:114657274:114659275:-:ABLIM1;NM_002313.7;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr10:114657274:114659275:-:ABLIM1;NM_002313.7;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:81597370:81599371:-:PPFIA2,PPFIA2,PPFIA2;NM_001220477.2,NM_001220478.2,XM_017020118.2;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:81597370:81599371:-:PPFIA2,PPFIA2,PPFIA2;NM_001220477.2,NM_001220478.2,XM_017020118.2;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:81597370:81599371:-:PPFIA2,PPFIA2,PPFIA2;NM_001220477.2,NM_001220478.2,XM_017020118.2;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr7:23469490:23471491:-:IGF2BP3,IGF2BP3;NM_006547.3,XM_011515089.3;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr7:23469490:23471491:-:IGF2BP3,IGF2BP3;NM_006547.3,XM_011515089.3;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr7:23469490:23471491:-:IGF2BP3,IGF2BP3;NM_006547.3,XM_011515089.3;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:241650092:241652093:+:ATG4B;XM_047443740.1;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:241650092:241652093:+:ATG4B;XM_047443740.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr2:241650092:241652093:+:ATG4B;XM_047443740.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr20:19883968:19885969:+:RIN2;XM_017027890.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr20:19883968:19885969:+:RIN2;XM_017027890.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr20:19883968:19885969:+:RIN2;XM_017027890.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr22:45163678:45165679:+:NUP50;XM_011529833.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr22:45163678:45165679:+:NUP50;XM_011529833.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr22:45163678:45165679:+:NUP50;XM_011529833.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr10:125150833:125152834:-:CTBP2,CTBP2;XM_047424666.1,XM_047424670.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr10:125150833:125152834:-:CTBP2,CTBP2;XM_047424666.1,XM_047424670.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr10:125150833:125152834:-:CTBP2,CTBP2;XM_047424666.1,XM_047424670.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr10:60777330:60779331:+:CDK1,CDK1;NM_001170406.1,NM_001320918.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr10:60777330:60779331:+:CDK1,CDK1;NM_001170406.1,NM_001320918.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr10:60777330:60779331:+:CDK1,CDK1;NM_001170406.1,NM_001320918.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr9:87497581:87499582:+:DAPK1;NM_001288729.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr9:87497581:87499582:+:DAPK1;NM_001288729.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr9:87497581:87499582:+:DAPK1;NM_001288729.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:61587386:61589387:-:SYT7,SYT7,SYT7,SYT7,SYT7,SYT7,SYT7,SYT7,SYT7;XM_011545335.3,XM_011545336.3,XM_011545337.3,XM_011545338.3,XM_011545339.3,XM_011545340.3,XM_011545341.3,XM_011545342.3,XM_011545343.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:61587386:61589387:-:SYT7,SYT7,SYT7,SYT7,SYT7,SYT7,SYT7,SYT7,SYT7;XM_011545335.3,XM_011545336.3,XM_011545337.3,XM_011545338.3,XM_011545339.3,XM_011545340.3,XM_011545341.3,XM_011545342.3,XM_011545343.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:61587386:61589387:-:SYT7,SYT7,SYT7,SYT7,SYT7,SYT7,SYT7,SYT7,SYT7;XM_011545335.3,XM_011545336.3,XM_011545337.3,XM_011545338.3,XM_011545339.3,XM_011545340.3,XM_011545341.3,XM_011545342.3,XM_011545343.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:170552306:170554307:-:PSMB1;NM_002793.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:170552306:170554307:-:PSMB1;NM_002793.4;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:170552306:170554307:-:PSMB1;NM_002793.4;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr14:95132502:95134503:-:DICER1;NM_001195573.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr14:95132502:95134503:-:DICER1;NM_001195573.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr14:95132502:95134503:-:DICER1;NM_001195573.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr9:6214806:6216807:+:IL33,IL33,IL33,IL33,IL33;NM_001199640.2,NM_001199641.2,NM_001314046.2,NM_001314048.2,NM_033439.4;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr9:6214806:6216807:+:IL33,IL33,IL33,IL33,IL33;NM_001199640.2,NM_001199641.2,NM_001314046.2,NM_001314048.2,NM_033439.4;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr9:6214806:6216807:+:IL33,IL33,IL33,IL33,IL33;NM_001199640.2,NM_001199641.2,NM_001314046.2,NM_001314048.2,NM_033439.4;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr4:145097570:145099571:-:ANAPC10;NM_001256708.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr4:145097570:145099571:-:ANAPC10;NM_001256708.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr4:145097570:145099571:-:ANAPC10;NM_001256708.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr12:21394504:21396505:-:SLCO1A2,SLCO1A2;NM_001386937.1,NM_134431.5;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:21394504:21396505:-:SLCO1A2,SLCO1A2;NM_001386937.1,NM_134431.5;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr12:21394504:21396505:-:SLCO1A2,SLCO1A2;NM_001386937.1,NM_134431.5;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr17:72120019:72122020:+:SOX9;NM_000346.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr17:72120019:72122020:+:SOX9;NM_000346.4;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr17:72120019:72122020:+:SOX9;NM_000346.4;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr14:64097408:64099409:+:SYNE2;XM_047431160.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr14:64097408:64099409:+:SYNE2;XM_047431160.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr14:64097408:64099409:+:SYNE2;XM_047431160.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr18:35343419:35345420:-:ZNF24,ZNF24,ZNF24;NM_001308123.2,NM_001375815.1,NM_006965.4;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr18:35343419:35345420:-:ZNF24,ZNF24,ZNF24;NM_001308123.2,NM_001375815.1,NM_006965.4;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr18:35343419:35345420:-:ZNF24,ZNF24,ZNF24;NM_001308123.2,NM_001375815.1,NM_006965.4;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr5:88825059:88827060:-:MEF2C,MEF2C,MEF2C,MEF2C,MEF2C;NM_001364350.2,XM_047417183.1,XM_047417187.1,XM_047417189.1,XM_047417197.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr5:88825059:88827060:-:MEF2C,MEF2C,MEF2C,MEF2C,MEF2C;NM_001364350.2,XM_047417183.1,XM_047417187.1,XM_047417189.1,XM_047417197.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr5:88825059:88827060:-:MEF2C,MEF2C,MEF2C,MEF2C,MEF2C;NM_001364350.2,XM_047417183.1,XM_047417187.1,XM_047417189.1,XM_047417197.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:105608615:105610616:+:GRIA4;XM_006718823.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:105608615:105610616:+:GRIA4;XM_006718823.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:105608615:105610616:+:GRIA4;XM_006718823.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr7:36984077:36986078:-:ELMO1;NM_001039459.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr7:36984077:36986078:-:ELMO1;NM_001039459.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr7:36984077:36986078:-:ELMO1;NM_001039459.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr3:55480347:55482348:-:WNT5A;XM_011534089.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:55480347:55482348:-:WNT5A;XM_011534089.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr3:55480347:55482348:-:WNT5A;XM_011534089.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr3:48222494:48224495:+:CAMP;NM_004345.5;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:48222494:48224495:+:CAMP;NM_004345.5;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr3:48222494:48224495:+:CAMP;NM_004345.5;mRNA:gini	GeneCards	"#996666"	"orange"
