n	features	TSS	database	col1	col2
0	Gini	chr2:211733618:211735619:-:ERBB4;XM_017003582.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr2:211733618:211735619:-:ERBB4;XM_017003582.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr2:211733618:211735619:-:ERBB4;XM_017003582.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr6:52908697:52910698:-:GSTA3,GSTA3,GSTA3;NM_000847.5,NM_001363542.2,XM_006715072.5;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr6:52908697:52910698:-:GSTA3,GSTA3,GSTA3;NM_000847.5,NM_001363542.2,XM_006715072.5;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:52908697:52910698:-:GSTA3,GSTA3,GSTA3;NM_000847.5,NM_001363542.2,XM_006715072.5;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:32399399:32401400:-:WT1;NM_001367854.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:32399399:32401400:-:WT1;NM_001367854.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:32399399:32401400:-:WT1;NM_001367854.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr4:95050676:95052677:+:BMPR1B;NM_001256793.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr4:95050676:95052677:+:BMPR1B;NM_001256793.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr4:95050676:95052677:+:BMPR1B;NM_001256793.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr11:391595:393596:+:PKP3;NM_001303029.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr11:391595:393596:+:PKP3;NM_001303029.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:391595:393596:+:PKP3;NM_001303029.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr16:67930861:67932862:-:CTRL;NM_001907.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr16:67930861:67932862:-:CTRL;NM_001907.3;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr16:67930861:67932862:-:CTRL;NM_001907.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:154079965:154081966:+:OPRM1;XM_011535862.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:154079965:154081966:+:OPRM1;XM_011535862.3;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr6:154079965:154081966:+:OPRM1;XM_011535862.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr3:112331572:112333573:+:CD200,CD200,CD200;NM_001365853.1,NM_001365854.1,NM_001365855.1;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr3:112331572:112333573:+:CD200,CD200,CD200;NM_001365853.1,NM_001365854.1,NM_001365855.1;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr3:112331572:112333573:+:CD200,CD200,CD200;NM_001365853.1,NM_001365854.1,NM_001365855.1;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr17:42422255:42424256:-:CAVIN1,CAVIN1;NM_012232.6,XM_005257242.5;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr17:42422255:42424256:-:CAVIN1,CAVIN1;NM_012232.6,XM_005257242.5;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr17:42422255:42424256:-:CAVIN1,CAVIN1;NM_012232.6,XM_005257242.5;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:19663874:19665875:+:HTR6;NM_000871.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:19663874:19665875:+:HTR6;NM_000871.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:19663874:19665875:+:HTR6;NM_000871.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr2:100109013:100111014:-:AFF3,AFF3;XM_011511169.4,XM_024452883.2;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:100109013:100111014:-:AFF3,AFF3;XM_011511169.4,XM_024452883.2;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:100109013:100111014:-:AFF3,AFF3;XM_011511169.4,XM_024452883.2;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr6:4705137:4707138:+:CDYL;NM_001368125.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr6:4705137:4707138:+:CDYL;NM_001368125.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:4705137:4707138:+:CDYL;NM_001368125.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:104953823:104955824:-:CASP4;XM_011543019.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:104953823:104955824:-:CASP4;XM_011543019.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:104953823:104955824:-:CASP4;XM_011543019.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:1391803:1393804:-:CCNL2;XM_047431297.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:1391803:1393804:-:CCNL2;XM_047431297.1;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:1391803:1393804:-:CCNL2;XM_047431297.1;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr11:104163146:104165147:-:PDGFD,PDGFD;NM_025208.5,NM_033135.4;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr11:104163146:104165147:-:PDGFD,PDGFD;NM_025208.5,NM_033135.4;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:104163146:104165147:-:PDGFD,PDGFD;NM_025208.5,NM_033135.4;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr9:34690275:34692276:-:CCL19;NM_006274.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr9:34690275:34692276:-:CCL19;NM_006274.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr9:34690275:34692276:-:CCL19;NM_006274.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr15:70093788:70095789:-:TLE3;NM_001282982.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr15:70093788:70095789:-:TLE3;NM_001282982.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr15:70093788:70095789:-:TLE3;NM_001282982.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr19:41225754:41227755:+:AXL;NM_001278599.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr19:41225754:41227755:+:AXL;NM_001278599.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr19:41225754:41227755:+:AXL;NM_001278599.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr11:117320777:117322778:+:CEP164;NM_001271933.2;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr11:117320777:117322778:+:CEP164;NM_001271933.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:117320777:117322778:+:CEP164;NM_001271933.2;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr10:178993:180994:+:ZMYND11,ZMYND11,ZMYND11;NM_001202467.1,NM_001202468.1,XM_017015594.2;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr10:178993:180994:+:ZMYND11,ZMYND11,ZMYND11;NM_001202467.1,NM_001202468.1,XM_017015594.2;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr10:178993:180994:+:ZMYND11,ZMYND11,ZMYND11;NM_001202467.1,NM_001202468.1,XM_017015594.2;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr12:57603823:57605824:+:DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3;NM_001286245.2,NM_001286246.2,NM_178502.4,XM_005268697.2,XM_005268698.2,XM_005268700.2,XM_005268703.2,XM_011538022.3,XM_024448876.2,XM_047428479.1,XM_047428480.1,XM_047428481.1,XM_047428483.1,XM_047428484.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr12:57603823:57605824:+:DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3;NM_001286245.2,NM_001286246.2,NM_178502.4,XM_005268697.2,XM_005268698.2,XM_005268700.2,XM_005268703.2,XM_011538022.3,XM_024448876.2,XM_047428479.1,XM_047428480.1,XM_047428481.1,XM_047428483.1,XM_047428484.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:57603823:57605824:+:DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3,DTX3;NM_001286245.2,NM_001286246.2,NM_178502.4,XM_005268697.2,XM_005268698.2,XM_005268700.2,XM_005268703.2,XM_011538022.3,XM_024448876.2,XM_047428479.1,XM_047428480.1,XM_047428481.1,XM_047428483.1,XM_047428484.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr11:60970679:60972680:+:CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6;NM_001254750.2,NM_001254751.2,NM_006725.5,XM_006718738.3,XM_006718739.3,XM_006718740.3,XM_011545360.3,XM_011545362.3,XM_047427874.1,XM_047427875.1,XM_047427876.1,XM_047427877.1,XM_047427878.1,XM_047427879.1,XM_047427880.1,XM_047427881.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr11:60970679:60972680:+:CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6;NM_001254750.2,NM_001254751.2,NM_006725.5,XM_006718738.3,XM_006718739.3,XM_006718740.3,XM_011545360.3,XM_011545362.3,XM_047427874.1,XM_047427875.1,XM_047427876.1,XM_047427877.1,XM_047427878.1,XM_047427879.1,XM_047427880.1,XM_047427881.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr11:60970679:60972680:+:CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6,CD6;NM_001254750.2,NM_001254751.2,NM_006725.5,XM_006718738.3,XM_006718739.3,XM_006718740.3,XM_011545360.3,XM_011545362.3,XM_047427874.1,XM_047427875.1,XM_047427876.1,XM_047427877.1,XM_047427878.1,XM_047427879.1,XM_047427880.1,XM_047427881.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr12:51008214:51010215:-:SLC11A2,SLC11A2;NM_001174130.2,NM_001379448.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr12:51008214:51010215:-:SLC11A2,SLC11A2;NM_001174130.2,NM_001379448.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:51008214:51010215:-:SLC11A2,SLC11A2;NM_001174130.2,NM_001379448.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr22:19478919:19480920:+:CDC45;NM_003504.5;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr22:19478919:19480920:+:CDC45;NM_003504.5;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr22:19478919:19480920:+:CDC45;NM_003504.5;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr18:55319934:55321935:-:TCF4;NM_001348215.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr18:55319934:55321935:-:TCF4;NM_001348215.2;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr18:55319934:55321935:-:TCF4;NM_001348215.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr2:86194461:86196462:-:IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT;NM_001100169.2,NM_001100170.2,NM_001400086.1,NM_001400087.1,NM_001400088.1,NM_001400089.1,NM_001400090.1,NM_001400091.1,NM_001400100.1,NM_001400101.1,NM_001400102.1,NM_001400103.1,NM_001400104.1,NM_001400105.1,NM_001400106.1,NM_001400107.1,NM_001400108.1,NM_001400109.1,NM_001400110.1,NM_001400111.1,NM_001400112.1,NM_001400113.1,NM_001400114.1,NM_001400115.1,NM_001400116.1,NM_001400117.1,NM_001400118.1,NM_001400119.1,NM_001400120.1,NM_001400121.1,NM_001400122.1,NM_001400123.1,NM_001400124.1,NM_001400125.1,NM_001400126.1,NM_001400127.1,NM_001400128.1,NM_001400129.1,NM_001400130.1,NM_001400131.1,NM_001400132.1,NM_001400133.1,NM_001400134.1,NM_001400135.1,NM_001400137.1,NM_001400138.1,NM_001400140.1,NM_001400142.1,NM_001400143.1,NM_001400144.1,NM_001400145.1,NM_006839.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr2:86194461:86196462:-:IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT;NM_001100169.2,NM_001100170.2,NM_001400086.1,NM_001400087.1,NM_001400088.1,NM_001400089.1,NM_001400090.1,NM_001400091.1,NM_001400100.1,NM_001400101.1,NM_001400102.1,NM_001400103.1,NM_001400104.1,NM_001400105.1,NM_001400106.1,NM_001400107.1,NM_001400108.1,NM_001400109.1,NM_001400110.1,NM_001400111.1,NM_001400112.1,NM_001400113.1,NM_001400114.1,NM_001400115.1,NM_001400116.1,NM_001400117.1,NM_001400118.1,NM_001400119.1,NM_001400120.1,NM_001400121.1,NM_001400122.1,NM_001400123.1,NM_001400124.1,NM_001400125.1,NM_001400126.1,NM_001400127.1,NM_001400128.1,NM_001400129.1,NM_001400130.1,NM_001400131.1,NM_001400132.1,NM_001400133.1,NM_001400134.1,NM_001400135.1,NM_001400137.1,NM_001400138.1,NM_001400140.1,NM_001400142.1,NM_001400143.1,NM_001400144.1,NM_001400145.1,NM_006839.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:86194461:86196462:-:IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT,IMMT;NM_001100169.2,NM_001100170.2,NM_001400086.1,NM_001400087.1,NM_001400088.1,NM_001400089.1,NM_001400090.1,NM_001400091.1,NM_001400100.1,NM_001400101.1,NM_001400102.1,NM_001400103.1,NM_001400104.1,NM_001400105.1,NM_001400106.1,NM_001400107.1,NM_001400108.1,NM_001400109.1,NM_001400110.1,NM_001400111.1,NM_001400112.1,NM_001400113.1,NM_001400114.1,NM_001400115.1,NM_001400116.1,NM_001400117.1,NM_001400118.1,NM_001400119.1,NM_001400120.1,NM_001400121.1,NM_001400122.1,NM_001400123.1,NM_001400124.1,NM_001400125.1,NM_001400126.1,NM_001400127.1,NM_001400128.1,NM_001400129.1,NM_001400130.1,NM_001400131.1,NM_001400132.1,NM_001400133.1,NM_001400134.1,NM_001400135.1,NM_001400137.1,NM_001400138.1,NM_001400140.1,NM_001400142.1,NM_001400143.1,NM_001400144.1,NM_001400145.1,NM_006839.3;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr2:160199271:160201272:-:ITGB6,ITGB6,ITGB6,ITGB6,ITGB6,ITGB6,ITGB6;NM_000888.5,NM_001282353.2,NM_001282354.2,NM_001282355.2,NM_001282388.2,NM_001282389.2,NM_001282390.2;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr2:160199271:160201272:-:ITGB6,ITGB6,ITGB6,ITGB6,ITGB6,ITGB6,ITGB6;NM_000888.5,NM_001282353.2,NM_001282354.2,NM_001282355.2,NM_001282388.2,NM_001282389.2,NM_001282390.2;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr2:160199271:160201272:-:ITGB6,ITGB6,ITGB6,ITGB6,ITGB6,ITGB6,ITGB6;NM_000888.5,NM_001282353.2,NM_001282354.2,NM_001282355.2,NM_001282388.2,NM_001282389.2,NM_001282390.2;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr13:36818221:36820222:+:RFXAP;NM_000538.4;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr13:36818221:36820222:+:RFXAP;NM_000538.4;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr13:36818221:36820222:+:RFXAP;NM_000538.4;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr14:64214953:64216954:+:SYNE2;NM_182910.2;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr14:64214953:64216954:+:SYNE2;NM_182910.2;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr14:64214953:64216954:+:SYNE2;NM_182910.2;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:68158739:68160740:-:IFNG;NM_000619.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr12:68158739:68160740:-:IFNG;NM_000619.3;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr12:68158739:68160740:-:IFNG;NM_000619.3;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr12:99153928:99155929:-:ANKS1B,ANKS1B,ANKS1B,ANKS1B,ANKS1B,ANKS1B;NM_001204066.2,NM_001352191.2,NM_001352192.2,NM_001352193.2,XM_024449069.2,XM_047429169.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr12:99153928:99155929:-:ANKS1B,ANKS1B,ANKS1B,ANKS1B,ANKS1B,ANKS1B;NM_001204066.2,NM_001352191.2,NM_001352192.2,NM_001352193.2,XM_024449069.2,XM_047429169.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr12:99153928:99155929:-:ANKS1B,ANKS1B,ANKS1B,ANKS1B,ANKS1B,ANKS1B;NM_001204066.2,NM_001352191.2,NM_001352192.2,NM_001352193.2,XM_024449069.2,XM_047429169.1;mRNA,mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr9:110998470:111000471:-:LPAR1,LPAR1,LPAR1;NM_001387514.1,NM_001387515.1,NM_001387518.1;mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr9:110998470:111000471:-:LPAR1,LPAR1,LPAR1;NM_001387514.1,NM_001387515.1,NM_001387518.1;mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr9:110998470:111000471:-:LPAR1,LPAR1,LPAR1;NM_001387514.1,NM_001387515.1,NM_001387518.1;mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr22:41750227:41752228:+:MEI1;XM_047441163.1;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr22:41750227:41752228:+:MEI1;XM_047441163.1;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr22:41750227:41752228:+:MEI1;XM_047441163.1;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:156962793:156964794:-:ARHGEF11;XM_005245633.5;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr1:156962793:156964794:-:ARHGEF11;XM_005245633.5;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:156962793:156964794:-:ARHGEF11;XM_005245633.5;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr6:87191377:87193378:+:ZNF292,ZNF292,ZNF292,ZNF292,ZNF292;XM_017010578.3,XM_017010584.3,XM_047418456.1,XM_047418457.1,XM_047418458.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr6:87191377:87193378:+:ZNF292,ZNF292,ZNF292,ZNF292,ZNF292;XM_017010578.3,XM_017010584.3,XM_047418456.1,XM_047418457.1,XM_047418458.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr6:87191377:87193378:+:ZNF292,ZNF292,ZNF292,ZNF292,ZNF292;XM_017010578.3,XM_017010584.3,XM_047418456.1,XM_047418457.1,XM_047418458.1;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr19:35448041:35450042:+:FFAR2,FFAR2;XM_047438699.1,XM_047438700.1;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr19:35448041:35450042:+:FFAR2,FFAR2;XM_047438699.1,XM_047438700.1;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:35448041:35450042:+:FFAR2,FFAR2;XM_047438699.1,XM_047438700.1;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr5:60686838:60688839:-:DEPDC1B;XM_011543509.3;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr5:60686838:60688839:-:DEPDC1B;XM_011543509.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr5:60686838:60688839:-:DEPDC1B;XM_011543509.3;mRNA:gini	GeneCards	"#996666"	"orange"
0	Gini	chr6:169252845:169254846:-:THBS2,THBS2,THBS2,THBS2,THBS2;NM_001381939.1,NM_001381940.1,NM_001381941.1,NM_001381942.1,NM_003247.5;mRNA,mRNA,mRNA,mRNA,mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr6:169252845:169254846:-:THBS2,THBS2,THBS2,THBS2,THBS2;NM_001381939.1,NM_001381940.1,NM_001381941.1,NM_001381942.1,NM_003247.5;mRNA,mRNA,mRNA,mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr6:169252845:169254846:-:THBS2,THBS2,THBS2,THBS2,THBS2;NM_001381939.1,NM_001381940.1,NM_001381941.1,NM_001381942.1,NM_003247.5;mRNA,mRNA,mRNA,mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr13:42561735:42563736:+:TNFSF11;NM_033012.4;mRNA:gini	cPE	"#996666"	"#003262"
1	TSS coverage	chr13:42561735:42563736:+:TNFSF11;NM_033012.4;mRNA:gini	dbPEC	"#996666"	"#339900"
1	TSS coverage	chr13:42561735:42563736:+:TNFSF11;NM_033012.4;mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr19:54369557:54371558:-:LAIR1,LAIR1;NM_001289026.3,NM_001289027.3;mRNA,mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr19:54369557:54371558:-:LAIR1,LAIR1;NM_001289026.3,NM_001289027.3;mRNA,mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr19:54369557:54371558:-:LAIR1,LAIR1;NM_001289026.3,NM_001289027.3;mRNA,mRNA:gini	GeneCards	"#996666"	"orange"
1	Gini	chr1:231527668:231529669:+:TSNAX;NM_005999.3;mRNA:gini	cPE	"#996666"	"#003262"
0	TSS coverage	chr1:231527668:231529669:+:TSNAX;NM_005999.3;mRNA:gini	dbPEC	"#996666"	"#339900"
0	TSS coverage	chr1:231527668:231529669:+:TSNAX;NM_005999.3;mRNA:gini	GeneCards	"#996666"	"orange"
